Id,Start time,Completion time,Email,Name,Gender / ?????,Age Range / ??????? ???????,What is your highest level of education? / ???? ???? ????? ?????? ?????,What’s your field of study? / ???? ??????,Do you have previous work experience? / ?? ???? ???? ??? ??????,"If yes, then in which main sector? / ??? ??? ?????? ???? ?? ?? ???? ??????
",In which specific sector? / ?? ?? ???? ?????????,How satisfied are you with your current job? / ????? ???? ?? ?????? ????????,Does your job match your skills and qualifications? / ?? ?????? ?????? ?? ??????? ? ????????,How many hours do you work per day? / ??? ????? ????? ???????,Night or day shift? / ????? ??? ?????? ?? ???????,Are your working hours suitable for your lifestyle? / ?? ????? ???? ?????? ?? ??? ??????,Does your company provide training or development opportunities? / ?? ???? ??? ???? ??? ????? ?? ??????,Do you see opportunities for promotion in your job? / ?? ??? ????? ??????? ?? ???????,Do you feel your job is stable long-term? / ?? ???? ?????????? ?? ???? ??? ????? ???????,What 3 factors influence your choice of job the most? / ???? ???? ????? ????? ???? ??? ??????? ??????? ???? ?? ???????? ???? ?????,Which would you choose? / ?? ?? ???????? ?????? ?? ??????,What would make you refuse a job even if the salary is acceptable? / ?? ?? ??? ???????? ?? ????? ???? ????? ??? ?? ???? ??????,Would you consider working in a manufacturing or industrial job? / ?? ???? ?? ????? ?? ???? ????????,What are your concerns about working in industrial/manufacturing jobs? / ?? ?? ?????? ???? ????? ?? ??????? ????????/??????????,Has Saudization improved job opportunities in your sector? / ?? ????? ??????? ??? ????? ??? ????? ?? ??????
247,3/30/2026 21:43,3/30/2026 21:56,anonymous,,Male / ???,55 and above,Diploma / ?????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Government / ?????,Administrative and support service activities / ?????? ??????? ???????? ?????? ?????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Career growth / ????? ???????,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Not aligned with my education / ?? ?????? ?? ???? ??????,No
248,3/30/2026 21:53,3/30/2026 21:58,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Government / ?????,Financial and insurance activities / ???????? ??????? ? ?????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Working hours / ??? ????? ?????;Work environment / ???? ?????;Transportation / ?????????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Location or transportation issues / ????? ?????????? ?? ???? ?????,No,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????,Yes
249,3/30/2026 21:56,3/30/2026 22:02,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Social Sciences / ?????? ??????????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,?? / ???? ??? ?????,Not aligned with my education / ?? ?????? ?? ???? ??????,I have no experience / ?? ????? ????
250,3/30/2026 22:05,3/30/2026 22:09,anonymous,,Female / ????,35-44,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??,Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
251,3/30/2026 22:05,3/30/2026 22:09,anonymous,,Male / ???,35-44,Diploma / ?????,Vocational-Technical / ????-????,Yes,Private / ???,Manufacturing / ???????,Strongly dissatisfied / ??? ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,None / ?? ????,No,No,No,Career growth / ????? ???????;Job stability / ????????? ???????;Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,??? ?????? ??? ?????,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????;Lack of career growth / ??? ???? ??? ?????;Low salary perception / ???? ??? ?????? ?????,No
252,3/30/2026 22:01,3/30/2026 22:09,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,??? ???????? ??????????  - Library and information scirnce ,Yes,Government / ?????,Other service activities / ?????? ??????? ??????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,No,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
253,3/30/2026 22:04,3/30/2026 22:14,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Private / ???,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,?? ???? ??? ???? ?? ??? ?????? ???????  ,Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
254,3/30/2026 22:17,3/30/2026 22:21,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Work environment / ???? ?????;Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Lack of job security / ??? ???? ???? ?????,??,Safety concerns / ????? ?? ???????,Yes
255,3/30/2026 22:15,3/30/2026 22:21,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Private / ???,Information and communication / ?????????? ??????????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Salary / ??????;Work environment / ???? ?????,High salary + Long hours / ???? ????? + ????? ??? ?????,Limited career growth / ??? ????? ?????;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????,Yes ,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Lack of career growth / ??? ???? ??? ?????,Yes
256,3/30/2026 22:25,3/30/2026 22:31,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,No,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????,??? ??? ????? ????????,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????,Not sure / ??? ?????
257,3/30/2026 22:41,3/30/2026 22:44,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,Yes,Salary / ??????;Job stability / ????????? ???????;Working hours / ??? ????? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????,??,Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
258,3/30/2026 22:50,3/30/2026 22:57,anonymous,,Female / ????,55 and above,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,I have no experience / ?? ????? ????,Yes,Work environment / ???? ?????;Working hours / ??? ????? ?????;Transportation / ?????????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,???? ?? ????,Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????;Low salary perception / ???? ??? ?????? ?????,I have no experience / ?? ????? ????
259,3/30/2026 22:56,3/30/2026 23:01,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Health-Medical / ?????-????,Yes,Government / ?????,"Agriculture, Forestry, and Fishing / ??????? ? ??????? ? ??? ???????",Strongly satisfied / ???? ????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
260,3/30/2026 23:01,3/30/2026 23:07,anonymous,,Male / ???,55 and above,Diploma / ?????,Business Administration / ????? ?????,Yes,Government / ?????,Saleh Al-khamees,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Physically demanding / ????? ????? ????,Yes
261,3/30/2026 23:08,3/30/2026 23:11,anonymous,,Female / ????,18-25,Bachelor’s degree / ?????????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Private / ???,"Arts, entertainment, and recreation / ??????? ? ??????? ? ???????",Slightly dissatisfied / ??? ???? ??????,Doesn’t match / ?? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,No,No,No,Working hours / ??? ????? ?????;Salary / ??????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,No,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
262,3/30/2026 23:11,3/30/2026 23:16,anonymous,,Male / ???,55 and above,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????,??,Long hours / ????? ??? ?????,Yes
263,3/30/2026 23:14,3/30/2026 23:20,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,??????,Yes,Private / ???,Manufacturing / ???????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Work environment / ???? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Yes
264,3/30/2026 23:26,3/30/2026 23:31,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,Manufacturing / ???????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,No,No,Salary / ??????;Work environment / ???? ?????;Job stability / ????????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ,Yes,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????,Yes
265,3/31/2026 0:38,3/31/2026 0:44,anonymous,,Female / ????,35-44,Master’s degree / ???????,Business Administration / ????? ?????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,No,Yes,No,No,Salary / ??????;Working hours / ??? ????? ?????;Career growth / ????? ???????;Work environment / ???? ?????,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Maybe as administrative staff ,Long hours / ????? ??? ?????;Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????;Lack of career growth / ??? ???? ??? ?????,Not sure / ??? ?????
266,3/31/2026 1:02,3/31/2026 1:09,anonymous,,Male / ???,25-34,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Working hours / ??? ????? ?????;Job stability / ????????? ???????;Salary / ??????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,??,Not aligned with my education / ?? ?????? ?? ???? ??????;Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????,Yes
267,3/31/2026 1:08,3/31/2026 1:12,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,"Professional, scientific and technical activities / ???????? ??????? ???????? ????????",Slightly dissatisfied / ??? ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Career growth / ????? ???????;Transportation / ?????????;Social perception of the job / ???? ??????? ?? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????,Not sure / ??? ?????
268,3/31/2026 2:55,3/31/2026 2:59,anonymous,,Male / ???,35-44,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Government / ?????,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,None / ?? ????,Yes,Yes,Yes,Yes,Salary / ??????;Work environment / ???? ?????;Job stability / ????????? ???????;Career growth / ????? ???????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????,?? ,Long hours / ????? ??? ?????,Not sure / ??? ?????
269,3/31/2026 3:47,3/31/2026 3:52,anonymous,,Female / ????,35-44,Master’s degree / ???????,Interior design ,Yes,Government / ?????,Education / ????????,Strongly dissatisfied / ??? ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,No,Yes,No,No,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???,Yes,Physically demanding / ????? ????? ????;?????? ???????,Not sure / ??? ?????
270,3/31/2026 4:35,3/31/2026 4:41,anonymous,,Male / ???,55 and above,Diploma / ?????,Business Administration / ????? ?????,Yes,Government / ?????,Transportation and storage / ????? ? ???????,Slightly satisfied / ???? ??????,Doesn’t match / ?? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,No,No,No,Career growth / ????? ???????;Work environment / ???? ?????;Salary / ??????;Job stability / ????????? ???????,High salary + Long hours / ???? ????? + ????? ??? ?????,Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Lack of job security / ??? ???? ???? ?????,???,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????,No
